id,time,SPEI_01_month
2010_07_01,1277942400000,0.7243987321853638
2010_08_01,1280620800000,-1.611796259880066
2010_09_01,1283299200000,2.5714621543884277
2010_10_01,1285891200000,0.9181997776031494
2010_11_01,1288569600000,-1.0654871463775635
2010_12_01,1291161600000,0.33166199922561646
2011_01_01,1293840000000,-0.8473300337791443
2011_02_01,1296518400000,1.3278956413269043
2011_03_01,1298937600000,0.46926257014274597
2011_04_01,1301616000000,0.9005143642425537
2011_05_01,1304208000000,-0.3633921444416046
2011_06_01,1306886400000,0.0047539761289954185
2011_07_01,1309478400000,-1.5519275665283203
2011_08_01,1312156800000,0.18986451625823975
2011_09_01,1314835200000,0.7020995616912842
2011_10_01,1317427200000,0.08262887597084045
2011_11_01,1320105600000,0.36160045862197876
2011_12_01,1322697600000,1.952815294265747
